name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_incubation_period,characteristics_average_clutch_size,characteristics_venomous,characteristics_aggression,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_special_features,domesticos,protegidos,exoticos,altura_cm,peso_en_kg
Welsh Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BlackTan,Hair,Unknown,12-15 years,22 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Friendly, curious, and hard-working",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,9.979032140000001
West Highland Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,West Highland Terrier,Unkown,Unknown,Most commonly white in colour!,Terrier,Unknown,Hair,Unknown,15 years,10kg (22lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,10.0,10.0
Western Gorilla,['Africa'],Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla Gorilla,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforest and dense jungle,Herbivore,1,Troop,Unknown,Unkown,Unknown,There are two sub-species!,Unknown,GreyBlack,Hair,25 mph,35 - 50 years,100kg - 200kg (220lbs - 440lbs),Unknown,Unknown,Unknown,Unknown,"Human, Leopard, Crocodile",Mammal,1.4m - 1.7m (4.7ft - 5.5ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Leaves, Fruit, Flowers",Unknown,Unknown,Unknown,Leaves,Unknown,Unknown,Unknown,1,0,0,,100.0
Western Lowland Gorilla,['Africa'],Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla gorilla,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforest and dense jungle,Herbivore,1,Troop,Unknown,Unkown,Unknown,One of the great apes!,Unknown,GreyBlack,Hair,25 mph,35 - 50 years,100kg - 200kg (220lbs - 440lbs),Unknown,Unknown,Unknown,Unknown,"Human, Leopard, Crocodile",Mammal,1.4m - 1.7m (4.7ft - 5.5ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Leaves, Fruit, Flowers",Unknown,Unknown,Unknown,Leaves,Unknown,Unknown,Unknown,1,0,0,,100.0
Westiepoo,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis familiaris,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,
Wheaten Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GoldBeige,Hair,Unknown,12 – 15 years,40 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Friendly, alert, and loyal",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,18.143694800000002
Whippet,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Whippet,Unkown,Unknown,"Quiet, gentle and restful dogs!",Hound,FawnBlackWhiteBrindle,Hair,35 mph,15 years,13kg (28lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Quiet and gentle,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,13.0,13.0
White Ferret / Albino Ferrets,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius furo,Unknown,kit,Social,5-7 million (U.S. alone),Inability to survive in the wild,White coat,Albino ferret,39-42 days,Fully domesticated,Carnivore,Unknown,Unknown,White ferret,1.0,global,Unknown,Highly sociable,White,Hair,14 mph,5-10 years,1.5 - 4.5 lbs,6” avg,4 - 8 months,6 weeks,3-7,"Birds of prey, foxes, coyotes, wild cats (wild)",Mammal,15” avg + tail,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Kibble, raw meat, dairy and produce",Unknown,Unknown,Unknown,1,0,0,15.748,2.2679618500000003
White Rhinoceros,['Africa'],Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Tropical bushland, grassland and savannas",Herbivore,1,Solitary,Unknown,Unkown,Unknown,The second largest animal on the land!,Unknown,BrownGreyBlack,Leather,30 mph,45-50 years,"1,440-3,600kg (3,168-7,920lbs)",Unknown,Unknown,Unknown,Unknown,"Human, Wild cats",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Fruit, Berries, Leaves",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,600.0,600.0
White Tiger,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris tigris,"Deer, Cattle, Wild Boar",Cub,Solitary,0 in wild,Habitat loss,"White fur with bright, blue eyes",White Bengal Tiger,103 days,Dense jungle and mangrove swamp,Carnivore,3,Diurnal,White Tiger,1.0,Indian subcontinent,None have been seen in the wild for 50 years!,Mammal,BrownBlackWhiteOrange,Fur,60 mph,10 - 20 years,140kg - 300kg (309lbs - 660lbs),2.4m - 3.3m (6.8ft - 11ft),3 - 4 years,6 months,Unknown,Human,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,140.0,140.0
White-Faced Capuchin,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus Capucinus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,High tropical forests and wet lowland regions,Omnivore,1,Troop,Unknown,Unkown,Unknown,One of the world's most intelligent monkeys!,Unknown,GreyBlackWhite,Hair,35 mph,16-40 years,2.9-3.9kg (6.4-8.6lbs),Unknown,Unknown,Unknown,Unknown,"Human, Snakes, Eagles",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fruit, Leaves, Insects",Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,Unknown,1,0,0,9.0,9.0
White-tail deer,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Unknown,Fawn,Herd,Unknown,Man,White tail,Virginia deer,200-207 days,"mixture of hardwoods, croplands, brushlands and pasturelands",Herbivore,Unknown,Unknown,White-tail deer,1.0,Southern Canada to South America,Unknown,Herd,Brown,Hair,30 mph,72 months,40kg-232kg (150lbs-611lbs,1m-2.2m(3.3ft-7.2ft),12 months,12 weeks,1,"Humans, wolves, mountain lions, bears, jaguars, and coyotes",Unknown,0.33m-1.1m (1.7ft-3.9ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,220.00000000000003,136.0
Whoodle,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Whoodle,Unkown,Unknown,Unknown,Unknown,BrownGreyRedBlackCreamSilver,Hair,Unknown,12 to 15 years,60 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,27.2155422
Wild Boar,"['Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,"Berries, Roots, Worms",Piglet,Sounder,Sustainable,Habitat loss,"Long, hard and straight snout","Wild Pig, Wild Hog, Boar",3 - 4 months,Deciduous broad-leaf forests,Omnivore,5,Nocturnal,Wild Boar,4.0,Throughout Europe and Asia,Males have a top tusk to sharpen the bottom one!,Mammal,BrownGreyRedBlack,Fur,30 mph,15 - 20 years,80kg - 175kg (176lbs - 386lbs),Unknown,7 - 10 months,2 - 3 months,Unknown,"Tiger, Wolves, Humans",Unknown,55cm - 100cm (21.6in - 39.3in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,,80.0
Wildebeest,['Africa'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes Taurinus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grass plains and bush covered savanna,Herbivore,1,Herd,Unknown,Unkown,Unknown,"Can trek more than 1,000 miles every year!",Unknown,BrownBlackTan,Hair,38 mph,15-20 years,120-250kg (265-550lbs),Unknown,Unknown,Unknown,Unknown,"Lion, Cheetah, Crocodile",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Leaves, Shoots",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,,185.0
Wire Fox Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BlackWhiteTan,Hair,Unknown,13 – 14 years,19 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Alert, friendly, and confident",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,8.61825503
Wirehaired Pointing Griffon,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownGreyWhiteTanOrange,Hair,Unknown,10-12 years,35-70 pounds,Unknown,Unknown,Unknown,6-9 puppies,Unknown,Unknown,Unknown,Unknown,"Playful, athletic, alert, and intelligent.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,31.751465900000003
Wolf,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grass plains and woodland,Carnivore,4,Pack,Unknown,Unkown,Unknown,"Thought to date back more than 300,000 years!",Unknown,BrownGreyBlackWhite,Fur,46 mph,10-12 years,80-150lbs,Unknown,Unknown,Unknown,Unknown,Human,Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Deer, Elk, Moose",Unknown,Unknown,Unknown,Deer,Unknown,Unknown,Unknown,0,1,0,,52.16312255
Wolverine,"['Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,Gulo gulo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mountainous regions and dense forest,Carnivore,3,Solitary,Unknown,Unkown,Unknown,Releases a strong smelling musk in defence!,Unknown,BrownBlackWhiteSandy,Fur,30 mph,10-15 years,10-31kg (22-70lbs),Unknown,Unknown,Unknown,Unknown,"Human, Wolves, Bears",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Caribou, Moose, Sheep, Eggs",Unknown,Unknown,Unknown,Caribou,Unknown,Unknown,Unknown,1,0,0,,20.5
Wombat,['Oceania'],Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,Vombatus Ursinus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Woodland and coastal shrub land,Herbivore,1,Solitary,Unknown,Unkown,Unknown,Spends most of the day underground!,Unknown,BrownGreyTan,Fur,25 mph,20-26 years,20-35kg (44-77lbs),Unknown,Unknown,Unknown,Unknown,"Dingo, Fox, Wild dogs",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Shrubs, Roots",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,,27.5
Wood Bison,"['Eurasia', 'North-America']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison athabascae,Unknown,Calves,Herd,"11,000",Man,"The wood bison has huge shoulders and a sizeable neck, which makes it appear even bigger.",Wood antelope,270 days,Cold steppe,Herbivore,Unknown,Unknown,"Mountain bison, buffalo",1.0,Canada and Alaska,Unknown,Unknown,Brown,Hair,34 mph,18-22 years,"544kg-907kg (1,200lb-2000lb",3m(10 ft),24 months,7-13 months,1,Unknown,Unknown,2 m(9 ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,91440.0,725.5
Woodrat,['North-America'],Animalia,Chordata,Mammalia,Rodentia,Cricetidae,neotoma,Neotoma cinerea,insects,"Pinkie, pup, kitten",Solitary,Unknown,"Habitat destruction, disease",bushy tail on some species,"Packrat, trade rat",30 to 36 days,"Deserts, mountains, caves, cliffs, woodlands, human habitations",Herbivore,Unknown,Unknown,woodrat,17.0,North America,Unknown,solitary,BrownGreyBlack,Fur,8 mph,less than five years,9.5 to 14 ounces. Males are bigger and heavier than females.,10 to 18.5 inches,60 days,14 to 42 days,1-5,"Birds of prey, humans, foxes, weasels, bobcats, coyotes, skunks, snakes",mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,12.7,4.309127515
Woolly Mammoth,['Ocean'],Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,Mammuthus Primigenius,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Arctic Tundra,Herbivore,1,Herd,Unknown,Unkown,Unknown,Tusks grew to 16ft long!,Unknown,BrownBlackTan,Hair,Unknown,60 - 80 years,8000kg (8.8tons),Unknown,Unknown,Unknown,Unknown,Sabre-toothed cats and humans,Mammal,1.8m - 4m (6ft - 13ft),"Long, thick hair and enormous tusks",Unknown,Unknown,Unknown,Unknown,Unknown,"Grasses, Twigs, Rushes",Unknown,Unknown,Unknown,Grasses,Unknown,Unknown,Unknown,1,0,0,8000.0,8000.0
Woolly Monkey,['South-America'],Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,Lagothrix Lagotricha,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Humid and mature tropical forests,Omnivore,1,Troop,Unknown,Unkown,Unknown,"Has a long, strong prehensile tail!",Unknown,BrownGreyBlack,Fur,35 mph,7-10 years,5-8kg (11-18lbs),Unknown,Unknown,Unknown,Unknown,"Human, Wildcats, Birds of Prey",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fruit, Seeds, Insects",Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,Unknown,1,0,0,,6.5
Xerus,['Africa'],Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,Unknown,"Insects, leaves, seeds, nuts",Pups,Social,Unknown,Unknown,Long white tail,Unknown,48 days,"Savannas, grasslands, deserts",Omnivore,1-3,Diurnal,African ground squirrel,4.0,Sub-Saharan Africa,Squirrel that lives in burrows in Africa.,Mammal,BrownRedWhite,Hair,Unknown,"Unknown in the wild, 11.5 years-in captivity",14oz-22oz,17in-18in,8 months,52 days,Unknown,"Jackals, snakes, lizards",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,44.45,11.21262125
Xoloitzcuintli,['Central-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,FawnBlackWhiteBrindleDark Brown,Hair,Unknown,13 to 18 years,55 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Alert, loyal, and calm",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,24.947580350000003
Yak,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos grunniens,Unknown,Calf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Alpine meadows and open hills,Herbivore,1,Herd,Unknown,Unkown,Unknown,There are only a few left in the wild!,Unknown,BrownBlackWhite,Hair,25 mph,15-20 years,"300-1,000kg (661-2,200lbs)",Unknown,Unknown,Unknown,Unknown,Unknown,Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Herbs, Mosses",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,300.0,580.0
Yakutian Laika,['Eurasia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownGreyBlackWhite,Hair,Unknown,10 to 12 years,55 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33 inches,Unknown,"Friendly, active, and intelligent",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,24.947580350000003
Yoranian,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,rodents,puppies,PackSociable,unknown,Being crushed by larger animals or humans,Beard and eyebrows,"Yorkie Pom, Yorkie Pomeranian",2 months,domesticated,Omnivore,2-4,PackSocial,Yorkie Pomeranian,1.0,North America,Unknown,Unknown,BrownGreyBlackWhiteSilverMulti-colored,Fur,10 mph,12-15 years,3-7 pounds,10-12 inches,12 months,1-3 months,2-4 puppies,Unknown,mammal,6-10 inches,Unknown,"Friendly, alert, over-protective, intelligent, easy to train, and great with children",Unknown,Unknown,Unknown,Unknown,mice,Unknown,3 months,Unknown,meat,designer hybrid breed,Unknown,Unknown,1,0,0,27.94,3.17514659
Yorkie Bichon,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownGreyBlackWhiteGoldDark BrownCreamBlonde,Hair,Unknown,10 to 12 years,6 to 8 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fun-loving, friendly, and independent",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,3.62873896
Yorkie-poo,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GreyBlackWhiteTanCreamSilverChocolate,Hair,Unknown,12-15 years,14lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Friendly and energetic,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,6.35029318
Yorkshire Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Yorkshire Terrier,Unkown,Unknown,Highly energetic and eager for adventure!,Terrier,BlueBlackGoldTan,Hair,Unknown,15 years,3kg (7lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Lively, playful and affection-seeking",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,3.0,3.0
Zebra,['Africa'],Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,"Equus zebra, Equus quagga, Equus grevyi","Grasses, Leaves, Buds",Foal,Herd,Declining,Habitat loss,"Long, slender legs and one toe on each foot","Mountain Zebra, Common Zebra, Plains Zebra, Burchells Zebra, Grevys Zebra",10 - 12 months,Open grassland and plains,Herbivore,1,Diurnal,Zebra,3.0,Eastern and Southern Africa,Stripe patterns are unique to each individual!,Mammal,BrownBlackWhite,Hair,Unknown,20 - 30 years,220kg - 405kg (485lbs - 893lbs),2m - 2.75m (6.6ft - 9ft),3 - 4 years,11 months,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,275.0,220.0
Zebu,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus indicus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tropical jungles and open plains,Herbivore,1,Herd,Unknown,Unkown,Unknown,There are around 75 different species!,Unknown,BrownBlackWhite,Leather,25 mph,12-16 years,150-200kg (331-440lbs),Unknown,Unknown,Unknown,Unknown,"Human, Bears, Wildcats",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass. Seeds, Flowers",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,,175.0
Zonkey,['Africa'],Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus zebra x Equus asinus,"Grasses, Herbs, Fruit",Foal,Herd,Not known,Habitat loss and commercial breeding,Unique stripes darkest on belly and legs,"Zedonk, Zebrass, Zenkey",12 months,Savanna and open woodland,Herbivore,Unknown,Diurnal,Zonkey,1.0,"Africa, Zoos",The offspring of Zebra and Donkey parents!,Mammal,BrownGreyTan,Fur,35 mph,15 - 25 years,227kg - 318kg (500lb - 700lbs),Unknown,1 - 2 years,5 - 10 months,Unknown,Unknown,Unknown,1m - 1.5m (3.5ft - 5ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,227.0,227.0
Zorse,"['Africa', 'North-America']",Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus zebra x Equus caballus,"Grasses, Herbs, Fruits",Foal,Herd,Not known,Habitat loss and commercial breeding,Unique dark stripes are boldest on legs,Unknown,11 months,Open grasslands and woodland,Herbivore,Unknown,Diurnal,Zorse,1.0,"Africa, Zoos",The offspring of a Zebra and Horse parents!,Mammal,BrownGreyRedBlackWhiteTan,Fur,40 mph,15 - 30 years,227kg - 450kg (500lbs - 992lbs),Unknown,1 - 2 years,5 - 6 months,Unknown,Unknown,Unknown,130cm - 163cm (51in - 64in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Saltwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,227.0,227.0
Zuchon,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,puppy,Unknown,Unknown,Unknown,teddy bear like appearance,teddy bear dog,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,FawnRedBlackWhiteCream,Hair,Unknown,15-18 years,Unknown,Unknown,Unknown,Unknown,4-5 puppies,Unknown,mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,0,1,0,,
